Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,BreedName_x,BreedName_y,StateName_x,ColorName_Filled,ColorName_x_Black,ColorName_x_Brown,ColorName_x_Cream,ColorName_x_Golden,ColorName_x_Yellow,ColorName_y_Brown,ColorName_y_Cream,ColorName_y_Golden,ColorName_y_Gray,ColorName_y_Yellow,ColorName_Cream,ColorName_Golden,ColorName_Gray,ColorName_White,ColorName_Yellow,ColorName_nan,AdoptinSpeed_pred,key,AdoptionSpeed
1,0.0588235294117647,3.0,2.0,2,2,2,1,1,0.2105263157894736,0.0,0,0.4137931034482758,0.0,0.0,0,White,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1-0.0588235294117647-3.0-2.0-2-2-2-1-1-0,4
2,0.0588235294117647,2.0,2.0,2,2,2,2,1,0.0,0.0,0,0.2758620689655172,7.0,7.0,1,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2-0.0588235294117647-2.0-2.0-2-2-2-2-1-0,2
2,0.7058823529411764,2.0,1.0,2,1,1,2,1,0.0,0.0,0,0.0344827586206896,44.0,44.0,0,Cream,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2-0.7058823529411764-2.0-1.0-2-1-1-2-1-0,2
1,0.3529411764705882,2.0,2.0,2,1,1,2,1,0.0526315789473684,0.0013333333333333,0,0.2413793103448275,3.0,3.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1-0.3529411764705882-2.0-2.0-2-1-1-2-1-0,1
1,0.2941176470588235,2.0,2.0,1,1,2,2,1,0.0,0.1333333333333333,0,0.0344827586206896,68.0,0.0,0,Cream,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1-0.2941176470588235-2.0-2.0-1-1-2-2-1-0,1
2,0.1764705882352941,3.0,1.0,2,2,2,3,1,0.0526315789473684,0.1999999999999999,0,0.0344827586206896,7.0,15.0,5,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2-0.1764705882352941-3.0-1.0-2-2-2-3-1-0,1
1,0.3529411764705882,1.0,2.0,2,1,1,2,1,0.0,0.0,0,0.1379310344827586,68.0,0.0,5,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1-0.3529411764705882-1.0-2.0-2-1-1-2-1-0,1
2,0.7058823529411764,1.0,3.0,3,1,1,1,1,0.0,0.0,0,0.0689655172413793,14.0,7.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2-0.7058823529411764-1.0-3.0-3-1-1-1-1-0,3
1,0.1176470588235294,3.0,2.0,2,3,3,3,1,0.1578947368421052,0.0,0,0.1379310344827586,0.0,0.0,3,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1-0.1176470588235294-3.0-2.0-2-3-3-3-1-0,1
1,0.0588235294117647,2.0,2.0,1,2,1,2,1,0.0,0.1333333333333333,0,0.2068965517241379,21.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1-0.0588235294117647-2.0-2.0-1-2-1-2-1-0,4
2,0.3529411764705882,3.0,2.0,1,1,1,3,1,0.1052631578947368,0.1999999999999999,0,0.1379310344827586,15.0,5.0,1,Cream,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2-0.3529411764705882-3.0-2.0-1-1-1-3-1-0,4
1,0.2352941176470588,1.0,2.0,1,3,1,2,1,0.0,0.0,1,0.3793103448275862,24.0,47.0,5,White,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1-0.2352941176470588-1.0-2.0-1-3-1-2-1-1,1
2,0.0588235294117647,1.0,2.0,3,2,2,2,1,0.1052631578947368,0.0,0,0.1724137931034483,14.0,5.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.0588235294117647-1.0-2.0-3-2-2-2-1-0,1
1,0.1764705882352941,3.0,2.0,1,1,1,3,1,0.1052631578947368,0.0,0,0.0689655172413793,0.0,19.0,2,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.1764705882352941-3.0-2.0-1-1-1-3-1-0,4
1,0.0588235294117647,3.0,2.0,2,2,2,2,1,0.1578947368421052,0.0666666666666666,0,0.3793103448275862,19.0,0.0,0,White,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.0588235294117647-3.0-2.0-2-2-2-2-1-0,2
2,0.1176470588235294,2.0,1.0,2,2,1,2,1,0.0526315789473684,0.1333333333333333,0,0.3448275862068966,5.0,7.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2-0.1176470588235294-2.0-1.0-2-2-1-2-1-0,2
1,0.2352941176470588,1.0,3.0,1,1,1,1,1,0.0,0.0,0,0.1724137931034483,3.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1-0.2352941176470588-1.0-3.0-1-1-1-1-1-0,4
2,0.0588235294117647,2.0,1.0,1,2,2,2,1,0.0,0.0266666666666666,0,0.1724137931034483,5.0,5.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.0588235294117647-2.0-1.0-1-2-2-2-1-0,3
2,0.4705882352941176,1.0,3.0,1,2,1,2,1,0.0,0.0666666666666666,0,0.1724137931034483,14.0,5.0,0,White,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.4705882352941176-1.0-3.0-1-2-1-2-1-0,2
2,0.1764705882352941,2.0,1.0,1,2,2,2,1,0.0,0.0,0,0.1379310344827586,5.0,15.0,1,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.1764705882352941-2.0-1.0-1-2-2-2-1-0,3
1,0.0588235294117647,3.0,2.0,1,2,1,2,1,0.1052631578947368,0.0,2,0.9655172413793104,0.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1-0.0588235294117647-3.0-2.0-1-2-1-2-1-2,3
2,0.1176470588235294,2.0,1.0,2,2,2,2,1,0.0,0.1333333333333333,0,0.0689655172413793,15.0,7.0,0,White,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.1176470588235294-2.0-1.0-2-2-2-2-1-0,3
2,0.0588235294117647,3.0,2.0,1,2,2,2,1,0.2105263157894736,0.0,0,0.2068965517241379,9.0,7.0,1,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2-0.0588235294117647-3.0-2.0-1-2-2-2-1-0,1
1,0.1176470588235294,1.0,2.0,2,1,1,2,1,0.0,0.0,0,0.1724137931034483,0.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.1176470588235294-1.0-2.0-2-1-1-2-1-0,1
1,0.1176470588235294,2.0,2.0,1,3,3,2,1,0.2105263157894736,0.0,0,0.0,0.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1-0.1176470588235294-2.0-2.0-1-3-3-2-1-0,0
2,0.1176470588235294,3.0,2.0,2,2,1,2,1,0.1052631578947368,0.0,0,0.1724137931034483,7.0,4.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.1176470588235294-3.0-2.0-2-2-1-2-1-0,1
2,0.1764705882352941,2.0,2.0,2,2,1,2,1,0.0,0.0,0,0.0,5.0,5.0,1,Cream,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2-0.1764705882352941-2.0-2.0-2-2-1-2-1-0,2
1,0.1764705882352941,2.0,1.0,1,3,3,3,1,0.0,0.0,0,0.0344827586206896,0.0,0.0,1,Golden,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1-0.1764705882352941-2.0-1.0-1-3-3-3-1-0,1
1,0.7058823529411764,2.0,2.0,2,2,2,2,1,0.0,0.0,0,0.0344827586206896,6.0,0.0,0,Cream,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1-0.7058823529411764-2.0-2.0-2-2-2-2-1-0,4
2,0.1176470588235294,3.0,1.0,1,2,2,2,1,0.1052631578947368,0.0,0,0.1724137931034483,5.0,5.0,1,Gray,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2-0.1176470588235294-3.0-1.0-1-2-2-2-1-0,2
2,0.2352941176470588,3.0,1.0,1,1,1,2,1,0.1578947368421052,0.0,0,0.1379310344827586,5.0,5.0,1,Gray,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2-0.2352941176470588-3.0-1.0-1-1-1-2-1-0,1
1,0.1176470588235294,2.0,2.0,1,1,1,2,1,0.0,0.0,0,0.1034482758620689,1.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.1176470588235294-2.0-2.0-1-1-1-2-1-0,3
2,0.2941176470588235,1.0,2.0,3,1,1,2,1,0.0,0.0,0,0.1724137931034483,9.0,14.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2-0.2941176470588235-1.0-2.0-3-1-1-2-1-0,3
1,0.1176470588235294,3.0,2.0,1,1,1,2,1,0.0526315789473684,0.2666666666666666,0,0.0689655172413793,0.0,53.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.1176470588235294-3.0-2.0-1-1-1-2-1-0,3
1,0.0588235294117647,3.0,1.0,2,3,3,3,1,0.2631578947368421,0.0,0,0.0689655172413793,3.0,3.0,2,Cream,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1-0.0588235294117647-3.0-1.0-2-3-3-3-1-0,4
1,0.5294117647058824,2.0,2.0,1,2,1,1,1,0.0,0.0,0,0.0689655172413793,78.0,0.0,1,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1-0.5294117647058824-2.0-2.0-1-2-1-1-1-0,4
1,0.1176470588235294,3.0,2.0,1,1,1,2,1,0.1578947368421052,0.0,0,0.1724137931034483,0.0,19.0,0,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.1176470588235294-3.0-2.0-1-1-1-2-1-0,3
2,0.1764705882352941,2.0,2.0,2,2,1,2,1,0.0,0.0666666666666666,0,0.1379310344827586,7.0,9.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.1764705882352941-2.0-2.0-2-2-1-2-1-0,2
1,0.2352941176470588,2.0,2.0,1,1,1,2,1,0.0,0.0,0,0.1034482758620689,0.0,47.0,5,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.2352941176470588-2.0-2.0-1-1-1-2-1-0,3
2,0.3529411764705882,2.0,2.0,3,2,2,2,1,0.0,0.0,0,0.1724137931034483,14.0,25.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.3529411764705882-2.0-2.0-3-2-2-2-1-0,3
1,0.1764705882352941,2.0,2.0,1,2,2,2,1,0.0,0.0,0,0.1379310344827586,0.0,24.0,0,Yellow,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1-0.1764705882352941-2.0-2.0-1-2-2-2-1-0,3
2,0.0588235294117647,3.0,1.0,1,2,2,2,1,0.2105263157894736,0.0,0,0.1724137931034483,5.0,5.0,1,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.0588235294117647-3.0-1.0-1-2-2-2-1-0,2
1,0.1764705882352941,1.0,3.0,2,1,1,2,1,0.0,0.0,0,0.0689655172413793,0.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1-0.1764705882352941-1.0-3.0-2-1-1-2-1-0,2
2,0.0588235294117647,3.0,2.0,2,2,1,2,1,0.0526315789473684,0.0,0,0.0689655172413793,5.0,5.0,0,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.0588235294117647-3.0-2.0-2-2-1-2-1-0,1
2,0.2352941176470588,3.0,2.0,2,2,1,2,1,0.0526315789473684,0.0,0,0.1724137931034483,5.0,5.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2-0.2352941176470588-3.0-2.0-2-2-1-2-1-0,1
2,0.1176470588235294,3.0,1.0,1,2,1,2,1,0.2105263157894736,0.0,0,0.4827586206896551,5.0,7.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.1176470588235294-3.0-1.0-1-2-1-2-1-0,4
2,0.1176470588235294,1.0,1.0,2,2,1,2,1,0.0,0.0,0,0.1379310344827586,8.0,7.0,0,White,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.1176470588235294-1.0-1.0-2-2-1-2-1-0,1
2,0.0588235294117647,2.0,2.0,3,3,3,3,1,0.0,0.0,0,0.1034482758620689,34.0,27.0,0,White,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.0588235294117647-2.0-2.0-3-3-3-3-1-0,1
2,0.4705882352941176,1.0,2.0,2,1,1,3,1,0.0,0.1333333333333333,0,0.1724137931034483,102.0,102.0,4,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2-0.4705882352941176-1.0-2.0-2-1-1-3-1-0,4
1,0.0,3.0,2.0,2,2,2,2,1,0.3157894736842105,0.0,0,0.0344827586206896,0.0,0.0,1,Yellow,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1-0.0-3.0-2.0-2-2-2-2-1-0,2
1,0.0588235294117647,2.0,2.0,2,1,1,2,1,0.0,0.0,0,0.0344827586206896,0.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.0588235294117647-2.0-2.0-2-1-1-2-1-0,1
1,0.0588235294117647,2.0,2.0,1,2,1,2,1,0.0,0.0,0,0.0689655172413793,0.0,0.0,4,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1-0.0588235294117647-2.0-2.0-1-2-1-2-1-0,4
2,0.1176470588235294,3.0,1.0,2,1,1,2,1,0.1052631578947368,0.0,0,0.1379310344827586,14.0,20.0,1,White,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.1176470588235294-3.0-1.0-2-1-1-2-1-0,3
2,0.1176470588235294,1.0,1.0,1,2,1,2,1,0.0,0.0,0,0.4827586206896551,5.0,5.0,1,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2-0.1176470588235294-1.0-1.0-1-2-1-2-1-0,2
1,0.2352941176470588,2.0,3.0,2,1,1,2,1,0.0,0.0,1,0.7241379310344828,41.0,6.0,0,White,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.2352941176470588-2.0-3.0-2-1-1-2-1-1,3
1,0.2941176470588235,2.0,2.0,1,1,1,2,1,0.0,0.0,0,0.0689655172413793,0.0,33.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1-0.2941176470588235-2.0-2.0-1-1-1-2-1-0,3
2,0.5882352941176471,2.0,2.0,1,1,1,1,1,0.0,0.0,0,0.0689655172413793,5.0,44.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2-0.5882352941176471-2.0-2.0-1-1-1-1-1-0,2
1,0.2941176470588235,3.0,2.0,2,1,1,1,1,0.736842105263158,0.0,0,0.3793103448275862,0.0,0.0,2,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1-0.2941176470588235-3.0-2.0-2-1-1-1-1-0,3
1,0.0588235294117647,2.0,2.0,1,2,2,2,1,0.0,0.0,0,0.0344827586206896,19.0,0.0,8,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1-0.0588235294117647-2.0-2.0-1-2-2-2-1-0,3
1,0.1764705882352941,3.0,2.0,2,2,2,2,1,0.3157894736842105,0.0,0,0.1724137931034483,0.0,0.0,1,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1-0.1764705882352941-3.0-2.0-2-2-2-2-1-0,2
1,0.2352941176470588,1.0,2.0,2,1,1,2,1,0.0,0.0,0,0.1379310344827586,0.0,,7,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1-0.2352941176470588-1.0-2.0-2-1-1-2-1-0,1
2,0.1176470588235294,3.0,2.0,2,2,2,2,1,0.0526315789473684,0.0,0,0.1379310344827586,7.0,5.0,0,White,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.1176470588235294-3.0-2.0-2-2-2-2-1-0,4
1,0.2941176470588235,1.0,2.0,2,1,1,2,1,0.0,0.0,0,0.1724137931034483,0.0,21.0,5,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,1-0.2941176470588235-1.0-2.0-2-1-1-2-1-0,1
2,0.0588235294117647,3.0,2.0,3,3,3,3,1,0.1578947368421052,0.0,0,0.2068965517241379,7.0,99.0,7,White,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2-0.0588235294117647-3.0-2.0-3-3-3-3-1-0,4
2,0.5294117647058824,1.0,3.0,3,1,1,1,1,0.0,0.0,0,0.1034482758620689,9.0,7.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2-0.5294117647058824-1.0-3.0-3-1-1-1-1-0,3
2,0.1764705882352941,1.0,2.0,1,2,1,2,1,0.1052631578947368,0.0,0,0.1724137931034483,3.0,3.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2-0.1764705882352941-1.0-2.0-1-2-1-2-1-0,2
2,0.0588235294117647,1.0,2.0,2,3,3,2,1,0.1052631578947368,0.0,0,0.1379310344827586,7.0,5.0,0,White,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2-0.0588235294117647-1.0-2.0-2-3-3-2-1-0,0
1,0.1176470588235294,3.0,2.0,2,2,2,2,1,0.1578947368421052,0.0013333333333333,0,0.1724137931034483,0.0,0.0,0,Yellow,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1-0.1176470588235294-3.0-2.0-2-2-2-2-1-0,2
2,0.7058823529411764,1.0,2.0,3,1,1,2,1,0.0,0.1333333333333333,0,0.0689655172413793,15.0,14.0,0,White,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2-0.7058823529411764-1.0-2.0-3-1-1-2-1-0,3
1,0.7647058823529411,2.0,2.0,2,1,1,1,1,0.0,0.0,0,0.1034482758620689,97.0,0.0,0,White,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1-0.7647058823529411-2.0-2.0-2-1-1-1-1-0,4
2,0.6470588235294118,1.0,3.0,1,1,3,3,1,0.0,0.0,0,0.0,3.0,3.0,0,Golden,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,2-0.6470588235294118-1.0-3.0-1-1-3-3-1-0,4
2,0.1764705882352941,3.0,1.0,1,2,2,2,1,0.1052631578947368,0.0,0,0.1724137931034483,5.0,5.0,0,Gray,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2-0.1764705882352941-3.0-1.0-1-2-2-2-1-0,2
